,noFacture,dateFacture,pays
155642,550004.0,2011-04-14 09:56:00,Germany
155651,550005.0,2011-04-14 09:58:00,United Kingdom
155653,550006.0,2011-04-14 10:10:00,United Kingdom
155707,550007.0,2011-04-14 10:13:00,United Kingdom
155711,550008.0,2011-04-14 10:17:00,United Kingdom
155730,550011.0,2011-04-14 10:40:00,United Kingdom
155733,550012.0,2011-04-14 10:42:00,United Kingdom
155749,550015.0,2011-04-14 10:54:00,United Kingdom
155799,550016.0,2011-04-14 10:54:00,United Kingdom
155837,550017.0,2011-04-14 11:07:00,United Kingdom
155859,550025.0,2011-04-14 11:19:00,United Kingdom
155869,550030.0,2011-04-14 11:28:00,United Kingdom
155871,550031.0,2011-04-14 11:32:00,United Kingdom
155875,550032.0,2011-04-14 11:39:00,United Kingdom
155880,550033.0,2011-04-14 11:45:00,United Kingdom
155915,550034.0,2011-04-14 11:48:00,United Kingdom
155953,550035.0,2011-04-14 11:48:00,United Kingdom
156006,550052.0,2011-04-14 12:00:00,United Kingdom
156031,550054.0,2011-04-14 12:00:00,United Kingdom
156036,550057.0,2011-04-14 12:01:00,United Kingdom
156059,550071.0,2011-04-14 12:12:00,United Kingdom
156082,550106.0,2011-04-14 12:31:00,United Kingdom
156118,550120.0,2011-04-14 12:35:00,United Kingdom
156128,550121.0,2011-04-14 12:38:00,United Kingdom
156136,550122.0,2011-04-14 12:39:00,United Kingdom
156140,550123.0,2011-04-14 12:39:00,United Kingdom
156189,550124.0,2011-04-14 12:41:00,United Kingdom
156205,550125.0,2011-04-14 12:42:00,United Kingdom
156228,550126.0,2011-04-14 12:43:00,United Kingdom
156236,550128.0,2011-04-14 13:13:00,United Kingdom
156245,550129.0,2011-04-14 13:17:00,United Kingdom
156263,550130.0,2011-04-14 13:17:00,United Kingdom
156319,550131.0,2011-04-14 13:27:00,United Kingdom
156330,550132.0,2011-04-14 13:33:00,United Kingdom
156351,550134.0,2011-04-14 13:50:00,United Kingdom
156373,550135.0,2011-04-14 13:52:00,United Kingdom
156375,550136.0,2011-04-14 13:56:00,United Kingdom
156387,550137.0,2011-04-14 13:59:00,Germany
156444,550138.0,2011-04-14 14:02:00,United Kingdom
156472,550144.0,2011-04-14 14:14:00,United Kingdom
156526,550145.0,2011-04-14 14:15:00,France
156558,550148.0,2011-04-14 14:36:00,United Kingdom
156572,550149.0,2011-04-14 14:37:00,United Kingdom
156593,550150.0,2011-04-14 14:39:00,United Kingdom
156594,550151.0,2011-04-14 14:41:00,United Kingdom
156595,550152.0,2011-04-14 14:43:00,United Kingdom
156619,550154.0,2011-04-14 14:45:00,United Kingdom
156622,550155.0,2011-04-14 14:54:00,United Kingdom
156634,550156.0,2011-04-14 15:02:00,United Kingdom
156638,550157.0,2011-04-14 15:26:00,United Kingdom
156657,550158.0,2011-04-14 15:39:00,United Kingdom
156680,550159.0,2011-04-14 15:46:00,United Kingdom
156694,550160.0,2011-04-14 15:46:00,United Kingdom
156699,550161.0,2011-04-14 15:58:00,United Kingdom
156718,550162.0,2011-04-14 16:23:00,Germany
156727,550163.0,2011-04-14 16:26:00,United Kingdom
156760,550164.0,2011-04-14 16:31:00,United Kingdom
156770,550167.0,2011-04-14 16:38:00,United Kingdom
156790,550169.0,2011-04-14 16:41:00,United Kingdom
156809,550173.0,2011-04-14 16:58:00,United Kingdom
156827,550178.0,2011-04-14 17:25:00,Germany
156851,550179.0,2011-04-14 17:29:00,United Kingdom
156864,550180.0,2011-04-14 17:33:00,United Kingdom
156902,550182.0,2011-04-14 17:44:00,United Kingdom
156908,550183.0,2011-04-14 17:58:00,United Kingdom
156982,550184.0,2011-04-14 18:02:00,United Kingdom
156991,550185.0,2011-04-14 18:22:00,United Kingdom
157006,550186.0,2011-04-14 18:28:00,United Kingdom
157015,550187.0,2011-04-14 18:40:00,Germany
157020,550188.0,2011-04-14 18:57:00,Switzerland
157043,550189.0,2011-04-14 19:15:00,United Kingdom
157066,550190.0,2011-04-14 19:16:00,United Kingdom
157075,550191.0,2011-04-14 19:59:00,United Kingdom
157096,550192.0,2011-04-15 08:45:00,Finland
157106,550193.0,2011-04-15 09:27:00,United Kingdom
157199,550194.0,2011-04-15 09:43:00,United Kingdom
157210,550196.0,2011-04-15 10:09:00,United Kingdom
157274,550197.0,2011-04-15 10:14:00,United Kingdom
157278,550198.0,2011-04-15 10:19:00,United Kingdom
157279,550199.0,2011-04-15 10:20:00,United Kingdom
157297,550200.0,2011-04-15 10:21:00,United Kingdom
157299,550201.0,2011-04-15 10:25:00,Brazil
157331,550202.0,2011-04-15 10:27:00,United Kingdom
157350,550203.0,2011-04-15 10:37:00,United Kingdom
157382,550204.0,2011-04-15 10:37:00,United Kingdom
157408,550205.0,2011-04-15 10:37:00,United Kingdom
157460,550206.0,2011-04-15 10:38:00,United Kingdom
157506,550207.0,2011-04-15 10:38:00,United Kingdom
157556,550208.0,2011-04-15 10:39:00,United Kingdom
157624,550209.0,2011-04-15 10:39:00,United Kingdom
157682,550210.0,2011-04-15 10:40:00,United Kingdom
157742,550211.0,2011-04-15 10:41:00,United Kingdom
157785,550212.0,2011-04-15 10:41:00,United Kingdom
157819,550213.0,2011-04-15 10:42:00,United Kingdom
157859,550214.0,2011-04-15 10:43:00,United Kingdom
157916,550215.0,2011-04-15 10:43:00,United Kingdom
157971,550216.0,2011-04-15 11:06:00,United Kingdom
157978,550218.0,2011-04-15 11:15:00,United Kingdom
157985,550242.0,2011-04-15 11:31:00,United Kingdom
157993,550249.0,2011-04-15 11:35:00,United Kingdom
157996,550250.0,2011-04-15 11:36:00,United Kingdom
158008,550251.0,2011-04-15 11:44:00,United Kingdom
158027,550255.0,2011-04-15 11:47:00,United Kingdom
158036,550264.0,2011-04-15 12:05:00,United Kingdom
158047,550265.0,2011-04-15 12:10:00,United Kingdom
158051,550272.0,2011-04-15 12:14:00,United Kingdom
158080,550274.0,2011-04-15 12:23:00,United Kingdom
158103,550275.0,2011-04-15 12:35:00,United Kingdom
158118,550276.0,2011-04-15 12:48:00,United Kingdom
158121,550277.0,2011-04-15 12:48:00,Sweden
158143,550278.0,2011-04-15 13:15:00,United Kingdom
158218,550279.0,2011-04-15 13:16:00,United Kingdom
158258,550280.0,2011-04-15 13:31:00,United Kingdom
158296,550281.0,2011-04-15 13:48:00,Switzerland
158297,550282.0,2011-04-15 13:56:00,United Kingdom
158306,550283.0,2011-04-15 14:05:00,United Kingdom
158325,550284.0,2011-04-15 14:10:00,Belgium
158336,550285.0,2011-04-15 14:14:00,United Kingdom
158354,550286.0,2011-04-15 14:14:00,United Kingdom
158362,550287.0,2011-04-15 14:15:00,United Kingdom
158371,550288.0,2011-04-15 14:21:00,United Kingdom
158405,550289.0,2011-04-15 14:32:00,United Kingdom
158423,550290.0,2011-04-15 14:45:00,United Kingdom
158444,550291.0,2011-04-15 15:17:00,United Kingdom
158453,550292.0,2011-04-15 15:31:00,United Kingdom
158460,550296.0,2011-04-15 15:54:00,United Kingdom
158477,550297.0,2011-04-15 15:58:00,United Kingdom
158518,550298.0,2011-04-15 16:11:00,United Kingdom
158556,550299.0,2011-04-15 16:46:00,United Kingdom
158580,550301.0,2011-04-17 10:15:00,United Kingdom
158598,550302.0,2011-04-17 10:17:00,EIRE
158623,550303.0,2011-04-17 10:21:00,United Kingdom
158638,550304.0,2011-04-17 10:27:00,United Kingdom
158655,550305.0,2011-04-17 10:27:00,United Kingdom
158681,550307.0,2011-04-17 10:56:00,United Kingdom
158685,550308.0,2011-04-17 10:57:00,United Kingdom
158686,550309.0,2011-04-17 10:59:00,United Kingdom
158687,550310.0,2011-04-17 11:04:00,United Kingdom
158714,550311.0,2011-04-17 11:04:00,United Kingdom
158743,550312.0,2011-04-17 11:18:00,United Kingdom
158760,550313.0,2011-04-17 11:21:00,France
158787,550314.0,2011-04-17 11:30:00,United Kingdom
158805,550315.0,2011-04-17 11:44:00,United Kingdom
158822,550316.0,2011-04-17 11:45:00,United Kingdom
158841,550317.0,2011-04-17 11:56:00,United Kingdom
158866,550318.0,2011-04-17 12:25:00,United Kingdom
158895,550319.0,2011-04-17 12:37:00,United Kingdom
158909,550320.0,2011-04-17 12:37:00,United Kingdom
158998,550321.0,2011-04-17 12:49:00,United Kingdom
159036,550322.0,2011-04-17 12:53:00,United Kingdom
159070,550323.0,2011-04-17 12:57:00,United Kingdom
159101,550324.0,2011-04-17 13:02:00,United Kingdom
159119,550325.0,2011-04-17 13:04:00,United Kingdom
159137,550326.0,2011-04-17 13:05:00,United Kingdom
159157,550327.0,2011-04-17 13:07:00,United Kingdom
159185,550328.0,2011-04-17 13:18:00,United Kingdom
159214,550329.0,2011-04-17 13:20:00,United Kingdom
159234,550330.0,2011-04-17 13:27:00,United Kingdom
159237,550331.0,2011-04-17 13:43:00,United Kingdom
159336,550332.0,2011-04-17 13:53:00,United Kingdom
159400,550333.0,2011-04-17 14:05:00,United Kingdom
159422,550334.0,2011-04-17 14:09:00,United Kingdom
159448,550335.0,2011-04-17 14:36:00,United Kingdom
159460,550336.0,2011-04-17 14:55:00,United Kingdom
159469,550337.0,2011-04-17 15:29:00,United Kingdom
159470,550338.0,2011-04-17 15:33:00,France
159474,550339.0,2011-04-17 15:40:00,United Kingdom
159493,550340.0,2011-04-17 15:53:00,United Kingdom
159498,550341.0,2011-04-17 15:53:00,United Kingdom
159517,550342.0,2011-04-17 15:55:00,United Kingdom
159542,550343.0,2011-04-17 15:56:00,United Kingdom
159547,550344.0,2011-04-18 09:00:00,Japan
159561,550345.0,2011-04-18 09:06:00,United Kingdom
159562,550346.0,2011-04-18 09:31:00,United Kingdom
159576,550347.0,2011-04-18 09:33:00,United Kingdom
159593,550348.0,2011-04-18 09:38:00,United Kingdom
159615,550350.0,2011-04-18 10:04:00,United Kingdom
159661,550351.0,2011-04-18 10:20:00,United Kingdom
159675,550352.0,2011-04-18 10:21:00,United Kingdom
159703,550354.0,2011-04-18 10:28:00,Germany
159713,550357.0,2011-04-18 10:35:00,United Kingdom
159719,550359.0,2011-04-18 10:41:00,United Kingdom
159774,550360.0,2011-04-18 10:55:00,United Kingdom
159810,550361.0,2011-04-18 11:10:00,United Kingdom
159830,550362.0,2011-04-18 11:13:00,United Kingdom
159843,550364.0,2011-04-18 11:29:00,United Kingdom
159853,550377.0,2011-04-18 11:45:00,United Kingdom
159854,550389.0,2011-04-18 11:53:00,United Kingdom
159897,550408.0,2011-04-18 11:59:00,United Kingdom
159936,550437.0,2011-04-18 12:14:00,United Kingdom
159958,550438.0,2011-04-18 12:16:00,United Kingdom
160000,550439.0,2011-04-18 12:17:00,United Kingdom
160026,550440.0,2011-04-18 12:25:00,Belgium
160041,550446.0,2011-04-18 12:36:00,United Kingdom
160065,550447.0,2011-04-18 12:36:00,United Kingdom
160117,550448.0,2011-04-18 12:42:00,United Kingdom
160121,550449.0,2011-04-18 12:45:00,United Kingdom
160124,550450.0,2011-04-18 12:47:00,United Kingdom
160127,550452.0,2011-04-18 12:56:00,United Kingdom
160134,550453.0,2011-04-18 12:58:00,United Kingdom
160146,550457.0,2011-04-18 13:12:00,United Kingdom
160160,550458.0,2011-04-18 13:13:00,United Kingdom
160493,550459.0,2011-04-18 13:17:00,United Kingdom
160541,550460.0,2011-04-18 13:18:00,United Kingdom
160542,550461.0,2011-04-18 13:20:00,United Kingdom
160547,550462.0,2011-04-18 13:22:00,United Kingdom
160566,550464.0,2011-04-18 13:30:00,United Kingdom
160629,550465.0,2011-04-18 13:31:00,United Kingdom
160634,550467.0,2011-04-18 13:36:00,United Kingdom
160666,550468.0,2011-04-18 13:43:00,United Kingdom
160693,550469.0,2011-04-18 13:46:00,United Kingdom
160724,550470.0,2011-04-18 13:49:00,United Kingdom
161025,550471.0,2011-04-18 13:52:00,United Kingdom
161269,550473.0,2011-04-18 13:54:00,United Kingdom
161301,550474.0,2011-04-18 13:58:00,United Kingdom
161571,550476.0,2011-04-18 14:00:00,United Kingdom
161573,550477.0,2011-04-18 14:01:00,United Kingdom
161665,550478.0,2011-04-18 14:01:00,United Kingdom
161683,550479.0,2011-04-18 14:01:00,United Kingdom
161719,550480.0,2011-04-18 14:05:00,United Kingdom
161746,550481.0,2011-04-18 14:08:00,United Kingdom
161755,550483.0,2011-04-18 14:12:00,United Kingdom
161765,550487.0,2011-04-18 14:21:00,United Kingdom
161776,550488.0,2011-04-18 14:27:00,United Kingdom
161808,550490.0,2011-04-18 14:32:00,United Kingdom
161824,550491.0,2011-04-18 14:37:00,United Kingdom
161825,550492.0,2011-04-18 14:44:00,United Kingdom
161836,550493.0,2011-04-18 14:50:00,United Kingdom
161882,550495.0,2011-04-18 15:00:00,United Kingdom
161896,550496.0,2011-04-18 15:05:00,United Kingdom
162088,550497.0,2011-04-18 15:08:00,United Kingdom
162090,550498.0,2011-04-18 15:14:00,United Kingdom
162105,550499.0,2011-04-18 15:16:00,United Kingdom
162269,550500.0,2011-04-18 15:26:00,United Kingdom
162505,550503.0,2011-04-18 15:31:00,United Kingdom
162523,550504.0,2011-04-18 15:43:00,United Kingdom
162538,550512.0,2011-04-18 16:31:00,United Kingdom
162647,550513.0,2011-04-18 16:37:00,United Kingdom
162685,550514.0,2011-04-18 16:49:00,United Kingdom
162698,550515.0,2011-04-18 17:29:00,United Kingdom
162754,550516.0,2011-04-18 17:32:00,United Kingdom
162755,550517.0,2011-04-19 08:17:00,United Kingdom
162784,550518.0,2011-04-19 08:55:00,United Kingdom
162805,550519.0,2011-04-19 09:31:00,United Kingdom
162835,550520.0,2011-04-19 09:43:00,United Kingdom
162857,550521.0,2011-04-19 09:49:00,United Kingdom
162880,550522.0,2011-04-19 10:04:00,United Kingdom
162914,550523.0,2011-04-19 10:08:00,United Kingdom
162929,550524.0,2011-04-19 10:08:00,United Kingdom
162933,550525.0,2011-04-19 10:19:00,United Kingdom
162960,550526.0,2011-04-19 10:40:00,United Kingdom
162980,550527.0,2011-04-19 10:48:00,Germany
163031,550528.0,2011-04-19 10:49:00,United Kingdom
163044,550531.0,2011-04-19 10:59:00,United Kingdom
163045,550532.0,2011-04-19 11:02:00,United Kingdom
163082,550535.0,2011-04-19 11:19:00,United Kingdom
163096,550539.0,2011-04-19 11:27:00,United Kingdom
163106,550541.0,2011-04-19 11:33:00,United Kingdom
163274,550542.0,2011-04-19 11:37:00,United Kingdom
163446,550560.0,2011-04-19 11:46:00,United Kingdom
163454,550579.0,2011-04-19 11:52:00,United Kingdom
163473,550606.0,2011-04-19 12:08:00,Italy
163481,550607.0,2011-04-19 12:17:00,United Kingdom
163504,550608.0,2011-04-19 12:19:00,United Kingdom
163506,550610.0,2011-04-19 12:22:00,United Kingdom
163508,550612.0,2011-04-19 12:26:00,United Kingdom
163529,550613.0,2011-04-19 12:26:00,United Kingdom
163553,550615.0,2011-04-19 12:41:00,United Kingdom
163576,550616.0,2011-04-19 12:59:00,United Kingdom
163589,550617.0,2011-04-19 13:03:00,United Kingdom
163610,550618.0,2011-04-19 13:09:00,EIRE
163631,550619.0,2011-04-19 13:21:00,United Kingdom
163638,550620.0,2011-04-19 13:39:00,Germany
163660,550621.0,2011-04-19 13:41:00,United Kingdom
163707,550622.0,2011-04-19 13:49:00,United Kingdom
163766,550623.0,2011-04-19 13:56:00,United Kingdom
163772,550624.0,2011-04-19 13:57:00,United Kingdom
163779,550625.0,2011-04-19 14:02:00,Germany
163786,550626.0,2011-04-19 14:23:00,United Kingdom
163818,550627.0,2011-04-19 14:36:00,United Kingdom
163844,550628.0,2011-04-19 14:37:00,United Kingdom
163852,550629.0,2011-04-19 14:48:00,United Kingdom
163861,550630.0,2011-04-19 14:49:00,United Kingdom
163926,550631.0,2011-04-19 14:51:00,United Kingdom
163949,550632.0,2011-04-19 14:56:00,United Kingdom
163984,550633.0,2011-04-19 14:57:00,United Kingdom
164029,550634.0,2011-04-19 15:02:00,United Kingdom
164031,550635.0,2011-04-19 15:20:00,United Kingdom
164037,550636.0,2011-04-19 15:37:00,United Kingdom
164210,550637.0,2011-04-19 15:39:00,United Kingdom
164265,550638.0,2011-04-19 15:44:00,United Kingdom
164416,550639.0,2011-04-19 15:46:00,United Kingdom
164445,550640.0,2011-04-19 15:51:00,United Kingdom
164447,550641.0,2011-04-19 15:53:00,United Kingdom
164457,550643.0,2011-04-19 16:14:00,United Kingdom
164464,550644.0,2011-04-19 16:19:00,USA
164486,550645.0,2011-04-19 16:30:00,United Kingdom
164501,550649.0,2011-04-19 16:37:00,United Kingdom
164503,550651.0,2011-04-19 16:52:00,United Kingdom
164633,550655.0,2011-04-19 17:19:00,United Kingdom
164642,550656.0,2011-04-20 08:07:00,United Kingdom
164665,550657.0,2011-04-20 08:24:00,United Kingdom
164669,550658.0,2011-04-20 09:01:00,United Kingdom
164672,550659.0,2011-04-20 09:02:00,United Kingdom
164691,550660.0,2011-04-20 09:03:00,United Kingdom
164692,550661.0,2011-04-20 09:20:00,France
164710,550662.0,2011-04-20 09:29:00,United Kingdom
164737,550663.0,2011-04-20 09:30:00,United Kingdom
164739,550665.0,2011-04-20 09:31:00,Germany
164754,550666.0,2011-04-20 09:35:00,United Kingdom
164777,550667.0,2011-04-20 09:48:00,United Kingdom
164784,550669.0,2011-04-20 10:04:00,United Kingdom
164785,550670.0,2011-04-20 10:04:00,United Kingdom
164794,550671.0,2011-04-20 10:10:00,Switzerland
164796,550673.0,2011-04-20 10:28:00,United Kingdom
164805,550674.0,2011-04-20 10:29:00,United Kingdom
164807,550675.0,2011-04-20 10:39:00,United Kingdom
164819,550701.0,2011-04-20 10:48:00,United Kingdom
164831,550710.0,2011-04-20 11:05:00,United Kingdom
164840,550711.0,2011-04-20 11:06:00,United Kingdom
164843,550712.0,2011-04-20 11:06:00,United Kingdom
164883,550713.0,2011-04-20 11:11:00,United Kingdom
164884,550714.0,2011-04-20 11:12:00,United Kingdom
164903,550723.0,2011-04-20 11:19:00,United Kingdom
164921,550740.0,2011-04-20 11:33:00,United Kingdom
165000,550750.0,2011-04-20 11:45:00,United Kingdom
165022,550754.0,2011-04-20 11:57:00,United Kingdom
165024,550755.0,2011-04-20 12:01:00,United Kingdom
165029,550756.0,2011-04-20 12:02:00,United Kingdom
165039,550764.0,2011-04-20 12:26:00,United Kingdom
165051,550765.0,2011-04-20 12:28:00,United Kingdom
165061,550766.0,2011-04-20 12:30:00,United Kingdom
165075,550767.0,2011-04-20 12:32:00,United Kingdom
165092,550768.0,2011-04-20 12:44:00,United Kingdom
165117,550769.0,2011-04-20 12:56:00,United Kingdom
165127,550772.0,2011-04-20 13:13:00,United Kingdom
165129,550773.0,2011-04-20 13:15:00,United Kingdom
165149,550774.0,2011-04-20 13:18:00,United Kingdom
165178,550775.0,2011-04-20 13:18:00,United Kingdom
165231,550776.0,2011-04-20 13:19:00,United Kingdom
165240,550777.0,2011-04-20 13:35:00,United Kingdom
165264,550778.0,2011-04-20 13:36:00,United Kingdom
165288,550779.0,2011-04-20 13:36:00,United Kingdom
165306,550781.0,2011-04-20 13:43:00,United Kingdom
165325,550782.0,2011-04-20 13:55:00,United Kingdom
165327,550783.0,2011-04-20 13:58:00,United Kingdom
165350,550784.0,2011-04-20 13:59:00,United Kingdom
165371,550785.0,2011-04-20 14:02:00,United Kingdom
165398,550786.0,2011-04-20 14:06:00,United Kingdom
165401,550796.0,2011-04-20 14:38:00,United Kingdom
165420,550797.0,2011-04-20 14:40:00,United Kingdom
165424,550798.0,2011-04-20 14:41:00,United Kingdom
165430,550799.0,2011-04-20 14:46:00,United Kingdom
165449,550801.0,2011-04-20 15:04:00,United Kingdom
165452,550802.0,2011-04-20 15:21:00,United Kingdom
165470,550803.0,2011-04-20 15:25:00,United Kingdom
165491,550804.0,2011-04-20 15:32:00,United Kingdom
165510,550805.0,2011-04-20 15:38:00,United Kingdom
165532,550806.0,2011-04-20 15:44:00,United Kingdom
165556,550811.0,2011-04-20 16:04:00,United Kingdom
165566,550817.0,2011-04-20 17:00:00,United Kingdom
165583,550818.0,2011-04-20 17:10:00,United Kingdom
165596,550819.0,2011-04-20 17:37:00,United Kingdom
165667,550820.0,2011-04-21 08:43:00,United Kingdom
165685,550821.0,2011-04-21 08:54:00,France
165708,550822.0,2011-04-21 09:26:00,United Kingdom
165723,550823.0,2011-04-21 09:36:00,United Kingdom
165749,550824.0,2011-04-21 10:00:00,United Kingdom
165751,550826.0,2011-04-21 10:12:00,United Kingdom
165765,550827.0,2011-04-21 10:16:00,France
165787,550828.0,2011-04-21 10:19:00,United Kingdom
165799,550829.0,2011-04-21 10:19:00,United Kingdom
165849,550830.0,2011-04-21 10:29:00,United Kingdom
165859,550831.0,2011-04-21 10:29:00,United Kingdom
165869,550832.0,2011-04-21 10:31:00,United Kingdom
165879,550833.0,2011-04-21 10:48:00,United Kingdom
165882,550834.0,2011-04-21 10:51:00,United Kingdom
165907,550835.0,2011-04-21 10:52:00,United Kingdom
165988,550836.0,2011-04-21 10:55:00,United Kingdom
166023,550837.0,2011-04-21 11:03:00,United Kingdom
166039,550838.0,2011-04-21 11:31:00,United Kingdom
166063,550885.0,2011-04-21 11:59:00,United Kingdom
166082,550890.0,2011-04-21 12:00:00,United Kingdom
166112,550898.0,2011-04-21 12:07:00,United Kingdom
166115,550899.0,2011-04-21 12:07:00,Switzerland
166169,550900.0,2011-04-21 12:11:00,United Kingdom
166187,550901.0,2011-04-21 12:12:00,United Kingdom
166205,550906.0,2011-04-21 12:34:00,United Kingdom
166264,550907.0,2011-04-21 12:35:00,United Kingdom
166267,550911.0,2011-04-21 13:11:00,Spain
